"CPF"|"CUSTOMER_ID"|"PERIOD_START"|"PERIOD_END"|"TIMESTAMP_REQUEST"|"DT_INI"
"00000030800"|"56cd1cb6-f471-4174-b090-8a304fda108f"|"1/1/2026"|"8/4/2026"|"8/4/2026 16:43:10"|
"00000030900"|"5d46dcdc-9840-48a9-8d13-e7f3f3649688"|"10/1/2025"|"7/31/2026"|"8/4/2026 17:08:04"|
"00000031000"|"5b56740d-f6a5-4bae-bf36-e0c143613546"|"1/1/2026"|"8/3/2026"|"8/4/2026 17:29:08"|
"00000031100"|"5724c4e5-7902-4ed4-ba96-e4c4c671dad4"|"7/17/2024"|"8/4/2026"|"8/4/2026 18:06:36"|
"00000031200"|"5c582acb-1465-4adc-8ba7-1c25f2f40018"|"5/1/2026"|"7/1/2026"|"8/4/2026 18:10:25"|
"00000031300"|"625b8c2a-f74c-44fc-9bc7-862c95d45db0"|"4/6/2026"|"8/4/2026"|"8/4/2026 18:26:50"|
"00000031400"|"5bb93c36-7e43-4c18-8b08-20f6e70e3ea6"|"1/1/2026"|"8/3/2026"|"8/4/2026 18:51:52"|
"00000031500"|"5b0da6b4-ca9f-42d2-8321-5c66c1ba593d"|"1/1/2026"|"7/31/2026"|"8/4/2026 19:35:20"|
"00000031600"|"5de6d583-5735-4675-833e-066232f2a8bb"|"1/1/2020"|"8/3/2026"|"8/4/2026 19:37:40"|
"00000031700"|"55dba5fd-cd70-494c-8e1c-05f5fff21108"|"8/1/2025"|"8/3/2026"|"8/4/2026 19:43:01"|
"00000031800"|"5ceb1cf3-7ede-46e5-9b71-90e29706889b"|"5/4/2026"|"8/4/2026"|"8/4/2026 19:49:18"|
"00000031800"|"5ceb1cf3-7ede-46e5-9b71-90e29706889b"|"5/4/2026"|"5/4/2026"|"8/4/2026 19:52:51"|
"00000031900"|"5c49b5f2-cbc5-4ed9-80e8-17b77028a657"|"8/1/2026"|"8/4/2026"|"8/4/2026 20:13:19"|
"00000031900"|"5c49b5f2-cbc5-4ed9-80e8-17b77028a657"|"8/1/2026"|"8/4/2026"|"8/4/2026 20:14:27"|
"00000032000"|"5d8632b7-bde9-400e-a77d-8861d7043143"|"7/1/2026"|"7/31/2026"|"8/4/2026 20:37:02"|
"00000032100"|"617b03fb-93c3-4eba-8896-06621e7d9490"|"1/1/2023"|"8/4/2026"|"8/4/2026 20:55:12"|
"00000032200"|"60491a5e-bbd4-442a-a266-96d8d7c4a5db"|"8/4/2026"|"8/4/2026"|"8/4/2026 20:55:58"|
"00000032300"|"568ce2c4-315c-4190-9040-7768b8b3d78c"|"7/1/2026"|"8/4/2026"|"8/4/2026 21:03:50"|
"00000031900"|"5c49b5f2-cbc5-4ed9-80e8-17b77028a657"|"4/1/2026"|"7/31/2026"|"8/4/2026 21:11:33"|
"00000031900"|"5c49b5f2-cbc5-4ed9-80e8-17b77028a657"|"4/1/2026"|"7/31/2026"|"8/4/2026 21:12:49"|
"00000032400"|"66ae67ee-3e7a-4b70-9bd2-1a21dbdddc91"|"7/1/2026"|"8/1/2026"|"8/4/2026 21:26:15"|
"00000032500"|"5c090b68-84a2-4979-b072-0b429beb18e9"|"2/1/2026"|"8/4/2026"|"8/4/2026 22:10:20"|
"00000032600"|"5ea77302-558e-4a0e-9e57-a5fc410a9c4e"|"6/4/2026"|"8/4/2026"|"8/4/2026 23:17:59"|
"00000032700"|"60fdfa47-b6b1-474e-a96b-2464e9935167"|"6/1/2026"|"8/4/2026"|"8/4/2026 23:34:00"|
"00000032700"|"60fdfa47-b6b1-474e-a96b-2464e9935167"|"7/1/2026"|"8/1/2026"|"8/5/2026 0:07:46"|
"00000032800"|"68255cc9-11d1-4864-b75d-a06397a83651"|"3/1/2025"|"8/4/2026"|"8/5/2026 7:03:07"|
"00000013300"|"5ed8fa1b-1352-4ecb-b83b-a0d9ce865d0c"|"9/1/2026"|"8/4/2026"|"8/5/2026 8:03:10"|
"00000005600"|"60abd1b1-c936-4655-bd0d-e3b5ee0b6fcf"|"7/1/2026"|"7/31/2026"|"8/5/2026 8:03:55"|
"00000003000"|"5ce8a810-1f6a-4f97-8d92-45eb58293fa7"|"8/5/2024"|"8/4/2026"|"8/5/2026 8:27:41"|
"00000032900"|"5cc73e5c-66bf-4cf9-96fc-7453ddd706a8"|"1/9/2023"|"8/4/2026"|"8/5/2026 8:46:57"|
"00000033000"|"5ad4de4a-76e2-4856-87f9-9a4093c102ca"|"5/1/2026"|"7/31/2026"|"8/5/2026 8:48:24"|
"00000033100"|"5729f842-53d6-4e74-a0dd-43eb80a69711"|"1/1/2026"|"8/4/2026"|"8/5/2026 8:56:47"|
"00000033200"|"5a03c62e-fb39-4af1-8bc6-4a78ed30af63"|"1/1/2026"|"8/5/2026"|"8/5/2026 9:23:50"|
"00000033300"|"6094aee7-dc26-4ca4-a4f5-1f0bac168b7e"|"3/1/2024"|"8/5/2026"|"8/5/2026 9:34:34"|
"00000018300"|"5e03fede-117e-4c4d-9319-e00427716153"|"6/1/2026"|"7/31/2026"|"8/5/2026 9:46:39"|
"00000005800"|"5e33915a-2bfa-4a09-a714-349832116b11"|"7/1/2026"|"7/31/2026"|"8/5/2026 9:48:20"|
"00000033400"|"629d529c-5e59-48e0-ab44-9e5a5abc3215"|"1/1/2026"|"8/5/2026"|"8/5/2026 9:52:01"|
"00000033500"|"6325b314-959c-4332-981f-e8c37b96c126"|"5/1/2026"|"8/5/2026"|"8/5/2026 9:54:42"|
"00000023600"|"5da1ef2c-eff1-4271-9dfc-d1ef436e3abe"|"6/20/2026"|"8/4/2026"|"8/5/2026 10:00:48"|
"00000023600"|"5da1ef2c-eff1-4271-9dfc-d1ef436e3abe"|"2/20/2026"|"8/4/2026"|"8/5/2026 10:01:54"|
"00000033601"|"5f4e7fe6-1069-4892-8f21-d3c76ac1e2eb"|"8/1/2026"|"8/5/2026"|"8/5/2026 10:09:23"|
"00000033601"|"5f4e7fe6-1069-4892-8f21-d3c76ac1e2eb"|"1/1/2024"|"8/5/2026"|"8/5/2026 10:12:35"|
"00000033700"|"66ec372b-1650-4756-b405-de81b01538bc"|"7/1/2026"|"8/5/2026"|"8/5/2026 10:20:13"|
"00000033800"|"5cb63234-ac74-40b8-8150-59113a3ca386"|"5/1/2025"|"8/4/2026"|"8/5/2026 10:47:54"|
"00000033900"|"5726bcf8-aaee-4cff-b9e6-db5efffb496f"|"7/1/2026"|"8/4/2026"|"8/5/2026 10:54:15"|
"00000034000"|"6312cab9-48db-44aa-8aff-bcc0e088373d"|"4/25/2025"|"8/5/2026"|"8/5/2026 11:16:36"|
"00000034100"|"5b9aab0c-d264-4221-9c1c-32d5c3dbca9e"|"7/1/2026"|"8/4/2026"|"8/5/2026 11:27:19"|
"00000034100"|"5b9aab0c-d264-4221-9c1c-32d5c3dbca9e"|"7/1/2026"|"8/4/2026"|"8/5/2026 11:29:09"|
"00000034100"|"5b9aab0c-d264-4221-9c1c-32d5c3dbca9e"|"7/1/2026"|"8/4/2026"|"8/5/2026 11:32:03"|
"00000034100"|"5b9aab0c-d264-4221-9c1c-32d5c3dbca9e"|"7/1/2026"|"8/4/2026"|"8/5/2026 11:33:08"|
"00000034200"|"5fb27a55-d8f8-4030-8404-cce9a196a71d"|"10/24/2023"|"8/4/2026"|"8/5/2026 11:34:29"|
"00000034300"|"5d4c70e9-5c24-4cf9-8a5b-aa60d4d4e32d"|"1/1/2026"|"8/5/2026"|"8/5/2026 11:37:51"|
"00000034400"|"5b081841-ff2d-4677-93ca-a94f00621bc6"|"5/5/2026"|"8/5/2026"|"8/5/2026 11:39:08"|
"00000034500"|"5d4f864f-a595-4789-b9b5-a3f0b0da91a2"|"3/1/2026"|"6/30/2026"|"8/5/2026 11:48:44"|
"00000034600"|"5d474471-9fcd-4003-93e1-c6ff0f95ed3b"|"7/1/2026"|"7/31/2026"|"8/5/2026 11:49:39"|
"00000034500"|"5d4f864f-a595-4789-b9b5-a3f0b0da91a2"|"3/1/2026"|"6/30/2026"|"8/5/2026 11:49:50"|
"00000034700"|"606f3230-3289-457a-80ad-979f5418c07a"|"6/1/2026"|"8/5/2026"|"8/5/2026 12:36:53"|
"00000034800"|"5c3499e9-4e8d-42ac-a93e-42950735e622"|"7/1/2026"|"7/31/2026"|"8/5/2026 12:42:52"|
"00000034900"|"5fd27f29-e657-496d-a88f-bacc1444ebd6"|"2/1/2026"|"8/4/2026"|"8/5/2026 12:46:20"|
"00000034900"|"5fd27f29-e657-496d-a88f-bacc1444ebd6"|"2/1/2026"|"8/4/2026"|"8/5/2026 12:47:32"|
"00000034800"|"5c3499e9-4e8d-42ac-a93e-42950735e622"|"7/1/2026"|"7/31/2026"|"8/5/2026 12:51:59"|
"00000035000"|"5d8bfa98-d791-4d43-a6f8-730917a455d6"|"7/22/2026"|"8/5/2026"|"8/5/2026 12:52:47"|
"00000035100"|"5ea4435e-eed3-4f0f-9402-6f218872db6d"|"6/28/2025"|"8/4/2026"|"8/5/2026 12:54:41"|
"00000035200"|"627bff0e-5023-470a-9924-3e110da2e879"|"7/1/2026"|"8/4/2026"|"8/5/2026 12:59:13"|
"00000035301"|"5f7671a6-e347-4ff7-bde5-8221f96a8313"|"7/4/2024"|"8/5/2026"|"8/5/2026 13:09:29"|
"00000035400"|"5d4c2fec-1e6d-45dc-8e84-e9c41efd135d"|"1/1/2026"|"8/4/2026"|"8/5/2026 13:23:40"|
"00000022500"|"62f45814-e969-4fee-90a5-aba999e5d903"|"5/1/2026"|"7/31/2026"|"8/5/2026 13:34:20"|
"00000035500"|"5d039b25-e828-44de-b4e8-78125aaf9210"|"2/1/2026"|"8/5/2026"|"8/5/2026 13:38:27"|
"00000035500"|"5d039b25-e828-44de-b4e8-78125aaf9210"|"2/1/2026"|"8/5/2026"|"8/5/2026 13:39:12"|
"00000035500"|"5d039b25-e828-44de-b4e8-78125aaf9210"|"2/1/2026"|"8/5/2026"|"8/5/2026 13:39:41"|
"00000035600"|"5cdec44e-98db-462e-88da-cae47900b446"|"5/5/2026"|"8/5/2026"|"8/5/2026 13:42:48"|
"00000035700"|"5d862497-3798-4e0d-b5ad-beb9db9ae267"|"6/4/2025"|"8/4/2026"|"8/5/2026 13:48:11"|
"00000035800"|"5fa4fd6c-9aea-4827-a534-5caa6f4a2064"|"2/1/2026"|"8/5/2026"|"8/5/2026 13:48:44"|
"00000035700"|"5d862497-3798-4e0d-b5ad-beb9db9ae267"|"6/4/2025"|"8/4/2026"|"8/5/2026 13:48:49"|
"00000035800"|"5fa4fd6c-9aea-4827-a534-5caa6f4a2064"|"2/1/2026"|"8/5/2026"|"8/5/2026 13:50:16"|
"00000035900"|"5dbe2f22-86fa-44d7-b255-6932b7afb236"|"7/15/2026"|"8/4/2026"|"8/5/2026 13:54:52"|
"00000015700"|"58ec23b9-4918-4630-a4f1-770662847b98"|"7/1/2026"|"8/4/2026"|"8/5/2026 13:59:00"|
"00000036000"|"5f807b9d-62a0-451f-82ce-a2004c870318"|"7/6/2026"|"8/5/2026"|"8/5/2026 14:04:42"|
"00000036100"|"5d95795a-17c7-4de7-a7d0-37b85a6cdb64"|"10/1/2025"|"12/31/2025"|"8/5/2026 14:13:16"|
"00000036201"|"5c97fc4d-6fd5-4a72-a9c4-d3b0728ef03b"|"8/1/2025"|"8/5/2026"|"8/5/2026 14:25:55"|
"00000036300"|"654d4e61-54bf-4970-949a-d422d1b315c8"|"5/1/2026"|"7/31/2026"|"8/5/2026 14:36:14"|
"00000036300"|"654d4e61-54bf-4970-949a-d422d1b315c8"|"5/1/2026"|"7/31/2026"|"8/5/2026 14:37:37"|
"00000036400"|"58e23e6c-effc-4c7b-a3d0-c2a4757da83d"|"4/1/2026"|"8/5/2026"|"8/5/2026 14:55:07"|
"00000036500"|"6823c463-88e3-4168-9292-ae082558168d"|"5/14/2025"|"8/4/2026"|"8/5/2026 15:02:59"|
"00000036600"|"5d12b2c0-b30e-425d-abe0-330c97a039af"|"9/7/2022"|"8/4/2026"|"8/5/2026 15:05:06"|
"00000036700"|"5fa2a496-10f3-4d7a-841a-56f86d9e98ad"|"6/1/2026"|"6/30/2026"|"8/5/2026 15:07:03"|
"00000036800"|"6917833a-337c-4f9d-9d15-f28dae3b944f"|"5/1/2026"|"8/5/2026"|"8/5/2026 15:21:35"|
"00000036900"|"599c75c8-627a-4414-b898-5631a7569214"|"7/1/2026"|"7/31/2026"|"8/5/2026 15:29:07"|
"00000037000"|"64e4ad5c-300c-4a7e-acda-3f6c8a889b55"|"1/1/2026"|"8/5/2026"|"8/5/2026 15:34:23"|
"00000037100"|"63164497-1875-4a04-9577-6a0416447430"|"8/1/2025"|"8/6/2026"|"8/5/2026 15:42:41"|
"00000037100"|"63164497-1875-4a04-9577-6a0416447430"|"1/2/2025"|"8/6/2026"|"8/5/2026 15:43:41"|
"00000037200"|"5ea0c48a-c726-42bc-909e-9367ee3112d9"|"7/1/2026"|"8/5/2026"|"8/5/2026 15:45:13"|
"00000037300"|"5f2f1688-3735-4437-beb0-ec4f94360100"|"8/1/2026"|"8/5/2026"|"8/5/2026 15:46:21"|
"00000037400"|"5f05d531-e407-4e52-b608-18bd4c1df154"|"7/1/2026"|"8/5/2026"|"8/5/2026 15:54:25"|
"00000037500"|"66200e31-333c-441c-ac73-4d28d63f41e5"|"5/1/2026"|"8/5/2026"|"8/5/2026 16:01:37"|
"00000022000"|"5c0d4b9a-7039-44da-bb88-0396dea10506"|"4/29/2024"|"8/4/2026"|"8/5/2026 16:07:09"|
"00000018200"|"5ae521a6-e0aa-4ba1-94b4-489505c0683e"|"7/1/2026"|"8/4/2026"|"8/5/2026 16:13:05"|
"00000037600"|"5b4bdc04-f92d-4814-a9e7-b486442f54e4"|"5/1/2026"|"8/5/2026"|"8/5/2026 16:14:42"|
"00000037700"|"5b685d9d-cee9-4e7e-bfe2-8a72514b4411"|"1/1/2026"|"8/5/2026"|"8/5/2026 16:18:10"|
"00000037800"|"5b5991a4-9666-434a-b31d-b12188ffd8be"|"7/1/2026"|"8/4/2026"|"8/5/2026 16:22:04"|
"00000037900"|"5cbe6748-6ad3-4024-bea8-284a66b13106"|"6/1/2026"|"8/4/2026"|"8/5/2026 16:25:28"|
"00000038000"|"58455f47-1e80-4d7e-97c0-027a68b25685"|"8/1/2025"|"8/7/2026"|"8/7/2026 15:02:42"|
"00000038100"|"562bc029-8f75-42ac-b91b-d65d17400013"|"5/1/2026"|"8/6/2026"|"8/7/2026 15:05:24"|
"00000038100"|"562bc029-8f75-42ac-b91b-d65d17400013"|"5/1/2026"|"8/6/2026"|"8/7/2026 15:06:04"|
"00000038100"|"562bc029-8f75-42ac-b91b-d65d17400013"|"5/1/2026"|"8/6/2026"|"8/7/2026 15:06:50"|
"00000038200"|"5db75568-d0db-491b-b9b2-a7fbb8648028"|"5/1/2026"|"7/31/2026"|"8/7/2026 15:16:29"|
"00000038300"|"696b7102-44e5-49a1-b280-d84cfa4a80f3"|"1/17/2026"|"8/7/2026"|"8/7/2026 15:19:12"|
"00000038400"|"5f9da4d5-ef6c-46f4-9b57-b7bf4d831c00"|"8/1/2026"|"8/7/2026"|"8/7/2026 15:51:54"|
"00000005600"|"60abd1b1-c936-4655-bd0d-e3b5ee0b6fcf"|"7/1/2026"|"7/31/2026"|"8/7/2026 16:17:51"|
"00000038500"|"5e823477-981c-474b-a69d-2b868ab52951"|"7/1/2026"|"8/7/2026"|"8/7/2026 16:19:22"|
"00000038600"|"5f089761-05e5-4424-b7cb-90568fc5ddaf"|"1/1/2026"|"8/7/2026"|"8/7/2026 16:26:15"|
"00000038700"|"5a7a2d5c-ec97-4239-8c58-897491c67e9e"|"5/6/2026"|"8/6/2026"|"8/7/2026 16:42:25"|
"00000038800"|"60119bb3-01e2-43fb-a4a3-9f92cf7e3099"|"12/12/2024"|"8/7/2026"|"8/7/2026 16:48:50"|
"00000038900"|"5e0e33d4-7395-4640-a840-5f31dab28068"|"8/1/2026"|"8/6/2026"|"8/7/2026 17:16:42"|
"00000038900"|"5e0e33d4-7395-4640-a840-5f31dab28068"|"7/1/2026"|"7/31/2026"|"8/7/2026 17:31:06"|
"00000039000"|"5a4d8c13-7e8a-43c6-a6f6-4c44caa6766f"|"8/6/2025"|"8/6/2026"|"8/7/2026 17:57:58"|
"00000039100"|"5f4d8aa1-2433-4caa-b836-ab0fea4d3264"|"8/7/2026"|"8/7/2026"|"8/7/2026 18:16:58"|
"00000039200"|"5da1da09-97dd-4a2a-a126-ae9afd92259a"|"8/1/2026"|"8/7/2026"|"8/7/2026 18:27:43"|
"00000039300"|"5c92ef39-02ee-42d2-80b9-d57c624b9749"|"3/1/2026"|"4/30/2026"|"8/7/2026 18:28:22"|
"00000039400"|"5e08ac96-04b1-44fa-964b-f4d14082c7c8"|"3/22/2023"|"8/7/2026"|"8/7/2026 18:42:40"|
"00000039400"|"5e08ac96-04b1-44fa-964b-f4d14082c7c8"|"8/13/2024"|"8/7/2026"|"8/7/2026 18:43:36"|
"00000039400"|"5e08ac96-04b1-44fa-964b-f4d14082c7c8"|"1/24/2025"|"8/7/2026"|"8/7/2026 18:44:18"|
"00000039500"|"61d9cdf0-2f2f-45ce-bf92-5ea414422810"|"6/1/2026"|"8/7/2026"|"8/7/2026 18:44:28"|
"00000039600"|"64b694f7-be7c-4d72-9ea9-ddd855f9723c"|"8/1/2026"|"8/7/2026"|"8/7/2026 19:03:45"|
"00000039700"|"59b5c9d8-6cd9-4cfd-9cab-a0db11db1896"|"7/1/2026"|"7/31/2026"|"8/7/2026 19:05:01"|
"00000039700"|"59b5c9d8-6cd9-4cfd-9cab-a0db11db1896"|"7/1/2026"|"7/31/2026"|"8/7/2026 19:05:54"|
"00000039800"|"620fd161-f841-4ade-8336-7aa44e85925a"|"4/7/2026"|"8/6/2026"|"8/7/2026 19:11:07"|
"00000039900"|"5d227234-3bfa-4ce5-a0ff-bea2791a681f"|"7/17/2026"|"8/6/2026"|"8/7/2026 19:20:27"|
"00000040000"|"5d0e5ff1-b84d-4e9d-af71-a537a066aa83"|"8/1/2026"|"8/7/2026"|"8/7/2026 19:21:08"|
"00000039900"|"5d227234-3bfa-4ce5-a0ff-bea2791a681f"|"7/18/2026"|"8/6/2026"|"8/7/2026 19:55:17"|
"00000040100"|"5f850bdc-8d68-492d-926c-bb3e0a0d3df8"|"7/1/2026"|"8/7/2026"|"8/7/2026 20:00:50"|
"00000040200"|"63e1567a-9097-4801-b770-596e892b3c6d"|"8/1/2026"|"8/7/2026"|"8/7/2026 20:03:50"|
"00000040300"|"6671a774-b625-44fe-8c0f-24f1aa49fa18"|"8/1/2026"|"8/7/2026"|"8/7/2026 20:43:52"|
"00000040400"|"5d3c5630-1f86-4564-ae74-ec1df5e9281a"|"1/1/2026"|"8/7/2026"|"8/7/2026 21:31:55"|
"00000040500"|"5e3cf385-8212-4f84-bfee-f2e5cd97392b"|"6/1/2026"|"8/6/2026"|"8/7/2026 22:04:33"|
"00000040600"|"5edd4ae3-fe01-47c0-b4b7-dc7cc5aeee81"|"8/1/2026"|"8/7/2026"|"8/7/2026 22:19:54"|
"00000007600"|"5cbfca1f-8d9f-4c7c-b854-bc153a7810da"|"7/1/2026"|"7/30/2026"|"8/7/2026 23:27:23"|
"00000040700"|"5e4c0254-9c8b-4fe2-b716-bca67f108e30"|"7/1/2026"|"8/7/2026"|"8/7/2026 23:44:09"|
"00000040800"|"60919853-f131-45ab-adc2-ac609f9c9cc0"|"8/8/2025"|"8/8/2026"|"8/8/2026 7:12:41"|
"00000040900"|"601768e0-2aee-4c5d-affe-de7993251e91"|"8/1/2025"|"8/7/2026"|"8/8/2026 7:28:42"|
"00000040900"|"601768e0-2aee-4c5d-affe-de7993251e91"|"8/1/2025"|"8/7/2026"|"8/8/2026 8:00:35"|
"00000040900"|"601768e0-2aee-4c5d-affe-de7993251e91"|"8/1/2025"|"8/7/2026"|"8/8/2026 8:03:37"|
"00000041000"|"63169f3d-5dbf-4256-a6af-f26ba86ea625"|"5/1/2026"|"8/7/2026"|"8/8/2026 8:14:24"|
"00000041100"|"5dde4c69-f261-4f56-9518-c9c1bd7476eb"|"7/1/2026"|"7/31/2026"|"8/8/2026 9:16:11"|
"00000041200"|"5a281f97-d812-4868-bbd7-daeb3ab7ff81"|"1/1/2026"|"8/7/2026"|"8/8/2026 9:21:38"|
"00000041300"|"57864335-182f-4ca9-8f9f-39a86bfbcd0c"|"7/8/2025"|"8/8/2026"|"8/8/2026 9:33:13"|
"00000041400"|"61e85dfc-1828-4ba0-b253-93f6d773ace8"|"7/1/2026"|"8/8/2026"|"8/8/2026 9:41:40"|
"00000041500"|"654296c4-06a3-44ee-9f84-35c486710bf0"|"8/1/2024"|"8/8/2026"|"8/8/2026 10:04:25"|
"00000041500"|"654296c4-06a3-44ee-9f84-35c486710bf0"|"8/1/2024"|"8/7/2026"|"8/8/2026 10:05:15"|
"00000041600"|"640374df-62a5-4c45-b41d-1d46ef316cb6"|"8/28/2023"|"8/8/2026"|"8/8/2026 10:06:48"|
"00000041600"|"640374df-62a5-4c45-b41d-1d46ef316cb6"|"8/28/2023"|"8/8/2026"|"8/8/2026 10:07:46"|
"00000041701"|"5b5a4e2a-c44e-4277-a86c-390c9a24e84d"|"4/8/2025"|"8/8/2026"|"8/8/2026 10:15:27"|
"00000041800"|"62f66334-6af7-43dd-8244-e59fe9fb6168"|"9/26/2023"|"8/8/2026"|"8/8/2026 10:16:34"|
"00000041900"|"5dcf5cea-c9a8-48a5-b317-4cdd4f79cc92"|"8/1/2026"|"8/8/2026"|"8/8/2026 10:29:00"|
"00000042000"|"5fb41e8b-20a1-4043-b0dd-d47fc9f06337"|"5/1/2026"|"7/31/2026"|"8/8/2026 10:36:05"|
"00000042000"|"5fb41e8b-20a1-4043-b0dd-d47fc9f06337"|"5/1/2026"|"7/31/2026"|"8/8/2026 10:36:49"|
"00000042100"|"605b0530-fd5e-4b62-8d72-003a164ab5af"|"1/1/2026"|"8/8/2026"|"8/8/2026 11:22:00"|
"00000042200"|"628ec2f3-11e4-4222-9ace-350fbd666d94"|"3/1/2026"|"8/7/2026"|"8/8/2026 11:40:37"|
"00000042300"|"62337990-4543-4163-adb6-7115841c668b"|"8/8/2026"|"8/8/2026"|"8/8/2026 11:58:23"|
"00000042400"|"5d825bf3-a9d1-4443-821d-44372072cd3e"|"11/19/2025"|"8/8/2026"|"8/8/2026 12:36:23"|
"00000042500"|"5dfa6315-01ac-404c-a37c-ad94d2d7931c"|"8/1/2025"|"8/7/2026"|"8/8/2026 12:41:18"|
"00000042600"|"59a44aa4-13f9-499e-892a-0cb9f7335284"|"5/1/2026"|"7/31/2026"|"8/8/2026 13:35:05"|
"00000042600"|"59a44aa4-13f9-499e-892a-0cb9f7335284"|"5/1/2026"|"7/31/2026"|"8/8/2026 13:36:08"|
"00000042600"|"59a44aa4-13f9-499e-892a-0cb9f7335284"|"5/1/2026"|"8/8/2026"|"8/8/2026 13:37:55"|
"00000042600"|"59a44aa4-13f9-499e-892a-0cb9f7335284"|"5/1/2026"|"7/31/2026"|"8/8/2026 13:38:47"|
"00000042700"|"597193de-4c33-4957-a452-03344ecf9ac2"|"7/1/2026"|"7/31/2026"|"8/8/2026 13:43:52"|
"00000042800"|"5b69f4f0-dbf9-4f3f-be29-cb4224f01870"|"7/1/2026"|"7/31/2026"|"8/8/2026 14:08:51"|
"00000042800"|"5b69f4f0-dbf9-4f3f-be29-cb4224f01870"|"7/1/2026"|"7/31/2026"|"8/8/2026 14:09:36"|
"00000042900"|"6676f633-3537-4f29-9bfe-39284987677b"|"8/1/2026"|"8/8/2026"|"8/8/2026 15:10:18"|
"00000043000"|"5702a836-aa6c-48ff-b74c-e2beb5efa97f"|"1/1/2026"|"8/8/2026"|"8/8/2026 15:17:44"|
"00000043100"|"64ca9c8a-fcc3-44aa-8a7a-0f1d7b31904b"|"7/26/2026"|"8/7/2026"|"8/8/2026 15:48:06"|
"00000043200"|"57e5c4ea-3c7a-4e6d-ab0a-7ce647d9b789"|"6/1/2025"|"6/2/2026"|"8/8/2026 16:00:21"|
"00000043300"|"5df31d52-6d13-4932-9086-0a6fae45a81f"|"2/1/2026"|"8/7/2026"|"8/8/2026 16:13:41"|
"00000043300"|"5df31d52-6d13-4932-9086-0a6fae45a81f"|"2/1/2026"|"8/7/2026"|"8/8/2026 16:14:52"|
"00000039600"|"64b694f7-be7c-4d72-9ea9-ddd855f9723c"|"5/1/2026"|"8/8/2026"|"8/8/2026 16:40:36"|
"00000043401"|"56451b22-c2ef-4223-a248-e00e9f51fa8f"|"1/1/2026"|"8/8/2026"|"8/8/2026 16:56:35"|
"00000043401"|"56451b22-c2ef-4223-a248-e00e9f51fa8f"|"1/1/2026"|"8/8/2026"|"8/8/2026 16:57:57"|
"00000043500"|"60c9df30-7087-474c-83e5-5d13bb2b1ebb"|"11/22/2022"|"8/8/2026"|"8/8/2026 17:09:33"|
"00000043600"|"607e62fb-7520-4297-8af0-e631ed26a213"|"5/1/2026"|"8/8/2026"|"8/8/2026 18:05:54"|
"00000043700"|"6349d4a0-892f-45d4-960c-69a27bad53bb"|"5/10/2025"|"9/8/2026"|"8/8/2026 19:01:15"|
"00000043800"|"5da86fa1-42c0-4c08-8327-9be0dc2ad651"|"9/1/2025"|"8/8/2026"|"8/8/2026 19:20:07"|
"00000043900"|"60c2a58e-e559-4a06-8625-7b704b5239ac"|"7/1/2026"|"7/31/2026"|"8/8/2026 21:28:36"|
"00000025400"|"5b34c474-04bc-4559-be4f-63f3ed778026"|"7/1/2026"|"7/31/2026"|"8/8/2026 21:42:00"|
"00000025400"|"5b34c474-04bc-4559-be4f-63f3ed778026"|"7/1/2026"|"7/31/2026"|"8/8/2026 21:44:16"|
"00000044000"|"57fec2e6-ca3c-4f0c-9c82-5d5eccbed84a"|"1/1/2026"|"7/31/2026"|"8/8/2026 22:02:15"|
"00000044000"|"57fec2e6-ca3c-4f0c-9c82-5d5eccbed84a"|"6/1/2026"|"7/31/2026"|"8/8/2026 22:05:20"|
"00000044100"|"5cc35345-c055-410a-9975-afc641500ea6"|"6/27/2023"|"8/8/2026"|"8/8/2026 22:05:43"|
"00000044100"|"5cc35345-c055-410a-9975-afc641500ea6"|"6/16/2024"|"8/8/2026"|"8/8/2026 22:06:30"|
"00000044100"|"5cc35345-c055-410a-9975-afc641500ea6"|"12/25/2025"|"8/8/2026"|"8/8/2026 22:07:17"|
"00000044200"|"5fc26368-c116-4633-bcdb-18c669632e1a"|"8/1/2026"|"8/8/2026"|"8/8/2026 22:27:29"|
"00000007600"|"5cbfca1f-8d9f-4c7c-b854-bc153a7810da"|"7/1/2026"|"8/1/2026"|"8/8/2026 22:27:58"|
"00000044301"|"56033af1-aed5-43f6-94b2-b03f6d4b1e03"|"1/1/2026"|"8/8/2026"|"8/8/2026 23:44:40"|
"00000044400"|"59c0fcbf-08a0-4eba-8a2d-3a4bf315583a"|"1/1/2024"|"8/8/2026"|"8/9/2026 1:07:06"|
"00000044500"|"5f3ac324-08a6-4973-92a5-e746a9ea3a0e"|"8/1/2026"|"8/8/2026"|"8/9/2026 6:12:50"|
"00000044600"|"664e85c2-af4c-4916-b691-416b2c8dd40c"|"7/7/2024"|"8/9/2026"|"8/9/2026 8:15:05"|
"00000011000"|"618d34e0-5110-4bb7-9177-f15bafcbe454"|"7/1/2026"|"7/31/2026"|"8/9/2026 9:11:38"|
"00000011000"|"618d34e0-5110-4bb7-9177-f15bafcbe454"|"1/1/2026"|"7/31/2026"|"8/9/2026 9:14:13"|
"00000044700"|"60d82eab-5d2c-4d7d-970c-67a8b37d2451"|"7/1/2026"|"8/9/2026"|"8/9/2026 10:44:28"|
